31.681 - 34.172:  Tchau.
3670.725 - 3699.087:  Eu prefiro parcelar porque eu prefiro deixar meu dinheiro investido e parcelar. Isso aí só vale para rico, porque pobre não tem dinheiro investido. Não. Parcela as coisas, depois você antecipa e ganha desconto. O pobre vai fazer cagada, porque ele vai parcelar isso, isso, isso e não vai ter dinheiro nem para pagar a parcela, muito menos para antecipar as outras. Então, assim, são coisas que não valem na prática para o nosso país. É o que eu falo. Você morar na Noruega, maravilha. Pode parcelar, porque você teve educação financeira na vida. Aqui não teve.
3699.087 - 3725.572:  Então, assim, é sem dúvida nenhuma. É o Caetão que está ferrando a vida dos brasileiros. Tirar ele está melhorando a vida deles. Eu lembro que da outra vez que a gente conversou, a gente também falou sobre fazer renda extra. Porque, vamos lá, nesse exemplo que você deu aí, que o cara tem que pagar uma fatura de mil reais e ele tem mil para lidar com mercado, filho, sei lá, coisas da vida...
3725.572 - 3752.022:  para ele quebrar o cartão de crédito mesmo, ele vai precisar ganhar mais dinheiro também. Porque tem coisa, sei lá, ele vai no mercado e passa no cartão de crédito, qualquer coisa assim. Um remédio que precisou comprar naquele mês, sei lá. Então, a renda extra também é uma parte importante. E no Brasil é uma obrigação, porque o salário básico do Brasil é muito baixo. Mas a gente também falou mais cedo que o brasileiro já trabalha para cacete.
3752.022 - 3774.036:  Já trabalha, só que assim, ninguém vai fazer... O presidente não vai falar, você trabalha pra caramba. Essa palavra aí que você falou, né? Você trabalha pra caramba, né? Então vem cá que eu vou te dar uma bolsa aqui de dois mil. Não, não vai. Então assim, é melhor você trabalhar ainda mais por um ano e resolver teu problema do que continuar cagado por 20 anos. Você tem toda razão. Eu sempre dou aquele exemplo...
3774.565 - 3790.794:  que é o da faculdade. Grande par dos brasileiros, por quatro anos, trabalhou o dia inteiro, aí saía do trampo às 18, ia para a facul, na facul ficava até quase meia-noite, chegava em casa uma e para repetir no dia seguinte. Por quatro anos nessa rotina miserável.
3791.544 - 3817.022:  Não vale a pena você tentar por um ano só fazer a mesma coisa, com o mesmo empenho que você tinha, só que em vez de ir pra faculdade você fazer uma renda essa noite? Caramba, se você faz um trampo aí que te paga mil reais por mês, doze pau. Em um ano você já quita suas dívidas, monta sua reserva de emergência e começa a investir. Só quem tá disposto a isso? Ou eu prefiro trabalhar por um ano, mas saber que no final do ano minha vida vai estar outra? Trabalhar muito por um ano, sabendo que no final do ano minha vida vai estar outra?
3817.022 - 3836.323:  Vai ser mais prazeroso que o prazer que eu tinha por quatro anos quando tinha que ir pra faculdade. Eu tô vendo o dinheiro entrar. Então, o Brasil trabalha muito, ganha-se pouco. Então, é quase que meio que obrigatório pra um pobre ter uma renda extra. Tipo, pô, a média é dois pau. Dois pau e meio. Pra quem tem uma família, é...
3836.323 - 3857.312:  É quase impossível, né? A não ser que o marido e a esposa gastem muito pouco e tal, né? Só que uma renda extra, ela acelera muito o processo do seu enriquecimento e saída da pobreza. Tem uns caras que são talentosos na parte do renda extra, né, cara? O cara é criativo, o cara é bom nisso. Sim. De vez em quando o brasileiro... O próprio curso que você falou da Hotmart é uma opção. É.
3857.312 - 3873.746:  Tem tanta gente que é boa em alguma coisa. Faz um curso lá e vende. Às vezes é rapidinho. Tem gente que faz curso usando o próprio celular. Os vídeos do meu canal eu faço usando o meu celular. Você vai lá e faz um curso de pudim. Uma vez você sabe alguma coisa... O cara estava falando ali do curso específico de pudim.
3873.746 - 3899.343:  E dá pra ganhar uma grana. Pois é. Então, eu também acho que o lance da... E essa analogia que você usou da faculdade é muito verdade, porque foi assim pra mim também. Eu fazia estágio, eu fazia dois estágios e ia pra faculdade. Isso no final, né? Porque no começo era isso, trabalha, vai pra faculdade, vai pra casa. Uma rotina chata do caramba, né? Muitas vezes vindo de busão, de trem, né? Lotado.
3899.957 - 3929.855:  É, eu lembro. Mas uma estatística do cartão de crédito boa é a PEIC, que é a Pesquisa de Endividamento e Inadimplência. Sai todo mês, publicada pela CNC. E todo mês, há muitos anos, eu acompanho ela há muitos anos. Hoje, o nível de endividamento do Brasil está 78% de endividamento. De inadimplência, está quase 30%. E de que não vai conseguir pagar a conta, 12% a 13%.
3930.657 - 3954.582:  E qual é o responsável dessas pessoas, né? 78% que tem dívida. Qual é o principal responsável? Cartão de crédito. 80%. 80% é o cartão de crédito. Então não tem o que fazer realmente, sabe? É o que você pensa. Você estava falando, por exemplo, de ir no shopping. A pessoa que vai muito no shopping. Se você não tem cartão de crédito, você passa à vontade e vai para a casa de mó barulho. Se você não tem dinheiro para comprar...
3954.582 - 3975.725:  Agora, quando você tem o cartão de crédito, você compra tudo que está na vitrine e se lasca. Então, uma forma desse autocontrole é você não ter o cartão de crédito, porque aí você só vai poder comprar quando tiver o dinheiro. Até na internet, né? Até na internet. E muitas vezes é interessante porque o cartão de crédito, ele te permite ser impulsivo. Nossa, que dragão da hora, eu quero agora.
3975.725 - 4001.084:  Aí você chega no dia seguinte... O cara sacariou o roxão, velho. O roxão? O que é um danão? Não estou brincando. Vai, continua. Não estou brincando. Aí você fica em casa no dia seguinte... O que eu vou fazer com essa porcaria, velho? Para que eu comprei isso? Então, quando você não usa cartão de crédito e você se vê forçado a juntar dinheiro, esse período em que você está juntando te faz perceber se realmente aquilo é um desejo passageiro ou se é algo que você precisa.
4001.084 - 4026.391:  Porque, por exemplo, quando você é impulsivo, ah, eu quero esse ET, comprei. Agora, quando você tem que juntar, você vai juntando, juntando, aí talvez daqui a três dias, caramba, mano, nem fiz desse ET. Agora, quando você tem o cartão de crédito, você compra tudo na hora, sem ter o dinheiro, na impulsividade, né? Antecipa um prazer que tu não tem condição nenhuma de pagar, né? É uma coisa que... Eu também sou bem adepta a cancelar o uso do cartão de crédito.
4026.391 - 4055.333:  Porque ele é um mecanismo... Por exemplo, tem pesquisa mostrando que o simples fato de tu ter a oportunidade de pagar com cartão de crédito ativa mais o núcleo acúmbis, que é a área que eu já comentei do sistema de recompensa. Núcleo acúmbis. Núcleo acúmbis? É uma região do cérebro? É uma região do cérebro que é, digamos, a mãe do sistema de recompensa. Onde vai liberar muita dopamina, né? E o simples fato, assim, eles colocam numa televisãozinha e aí tu pode... Tu tem opções de comprar algumas...
4055.333 - 4077.841:  Sem o cartão e outras com o cartão. Quando tu tem a opção de comprar com cartão, o teu núcleo cumis ativa mais. E o cartão também leva a algumas outras coisas. Então, eu tenho maior ativação do sistema de recompensa. Eu tenho menor dor do pagamento. Ou seja, eu não sinto o dinheiro sair. E eu tenho uma dissociação do pagamento...
4077.841 - 4093.029:  Da compra com o produto. Eu comprei isso aqui hoje, mas eu não paguei por isso hoje. Eu vou pagar daqui 30 dias. É só o prazer que você está sentindo agora. Só o prazer. Então, é isso que estimula muito essa sensação de prazer imediato.
4093.029 - 4120.503:  porque não tem nenhuma dor envolvendo no processo, sabe? Tu não viu o dinheiro sair, tu não teve problema nenhum naquele momento, a não ser as pessoas que já estão tão estouradas que chegam lá, passam o cartão de crédito, cartão de crédito, não passam. E tem a ver com o limite também, é o mesmo princípio, o limite da conta. Aí a pessoa vai lá e o quê? Pede mais limite, aí se ferra ainda mais. E por que os bancos fazem isso, né? Esse dia eu estava estudando um pouco sobre isso, sobre a questão do rotativo do cartão e tal, como que funciona?
4120.503 - 4139.172:  Primeira coisa que a pessoa precisa entender é que o cartão discreto é um empréstimo. Você vai comprar o fone? Nossa, não vou pagar nada? Não. O banco pagou. Tanto é que tá na pesquisa mostrando que é uma dívida, né? Exato. Estando controlado ou não, é um empréstimo que alguém pagou e você tá com uma dívida ali, né? E aí...
4140.043 - 4169.974:  Você pensa, o que é os juros? Os juros é a grana que alguém vai ganhar por estar te emprestando dinheiro. Igor, eu vou te emprestar mil, mas depois você me devolve mil e cem, porque eu não sou besta de ninguém, quero cem contas a mais aí. Isso é os juros do banco, por exemplo. Só que por que hoje em dia é possível você parcelar cem juros? Tipo assim, tem compra que você vai ver uma TV na Casas Bahia, até seis vezes cem juros. Se forem sete ou oito ou mais, aí tem juros.
4170.333 - 4199.497:  Só que tem loja que é assim, compra em 12 vezes sem juros. Aí você pensa, caramba, mano, mas então a TV custa 12 mil. Eu vou pagar 12 de mil e o banco não vai ganhar nada com isso? Na verdade o banco faz isso porque ele sabe que a maioria vai se ferrar. Tipo assim, não é que, ah, veja, vou te comprar a TV e você me paga 12 e tá tudo certo. Não, ele sabe que você vai se ferrar. Porque aqui no Brasil, o brasileiro se ferra com cartão de crédito. E aí você vai entrar no rotativo. O que é o rotativo?
4199.718 - 4222.073:  Talvez a galera de casa não saiba isso. Você pode até comprar um negócio ali no cartão em 12 sem juros. Meu Deus, se você não pagar a fatura inteira, você vai se ferramando muito. Tipo assim, você entra no rotativo quando você não paga a fatura inteira e paga um valor um pouco menor ou paga o mínimo.
4222.278 - 4238.712:  E aí a pessoa vai comprar a TV, o boneco, a garrafa e o ET, achando que está tudo no controle. Só que quando chega a fatura... Ih, ferrou! 1.200! E eu só tenho 800 conto. Só tem 800. Ferrou! Você está ferrado, mano. Não estou brincando. Você está muito ferrado.
4239.377 - 4264.548:  Agora, no começo do ano, mudou as regras do cartão de crédito. Os juros são menores agora. Mas até pouco tempo atrás, os juros rotativos no Brasil eram o maior do mundo. Era 430% ao ano. Para você ter uma noção, um CDB rende 10% ao ano. A rotativa do cartão, 440% ao ano. E aí, você vai virar uma bola de neve, que é o exemplo da moça que devia 5 mil e hoje está 968. Então, assim...
4264.974 - 4288.183:  O que eu falaria numa ordem de prioridade? Quebre o cartão e não use. Ah, mas eu quero. Use só à vista. Ah, mas eu quero parcelar. Parcela, mas pelo amor de Deus, filho. Não deixa de pagar o valor inteiro, que senão você vai se ferrar muito. E aí os bancos sabem disso. E a maior fonte de lucro dos bancos é essas besteiras de cartão de crédito. É empréstimo, né? Tanto que...
4288.183 - 4313.08:  Se você for reparar, eu não estou com o meu celular aqui. Antes, no começo do ano passado, quando eu gosto de comprar as coisas no cartão de crédito, aí na mesma hora eu vou lá e já antecipo. Eu não espero virar o mês, eu já antecipo. Por quê? Porque sempre que eu compro coisa no cartão de crédito, eu tenho dinheiro para pagar aquilo. Eu não estou usando o cartão porque eu não tenho dinheiro. Eu tenho, só que eu quero ganhar algum benefício e por aí vai. Eu vou lá e antecipo. Antes, vou dar um exemplo.
4313.08 - 4328.78:  Eu comprava esse squeeze aqui... Era 200 reais... Aí eu ia lá... Antecipar fatura... Já vinha direto... 200 reais... Próximo... Hoje não vem mais o valor total... Porque o banco não quer que você pague o valor da fatura inteira... Ele pergunta assim... Quanto você quer pagar...
4328.78 - 4346.22:  Torcendo... Para que eu não pague os 200... E pague só 40... Aí eu entro no rotativo... Aí eu me ferro... E o banco enriquece cada vez mais... Então... Toma muito cuidado... Tem muita sabedoria... Para usar o cartão decreto... A prioridade é não usar... Depois usar... E só comprar a vista... Né?
4346.22 - 4372.705:  Mas cuidado, se você começar a pagar o mínimo, e normalmente você paga o mínimo por causa desse descontrole de parcelar tudo, que tem a ver com isso. Se eu pago no cartão no débito, já sai o dinheiro da minha conta. Opa, sobrou 700. Comprei o ET, opa, sobrou agora 500. No cartão de crédito parcelado, não abate o teu saldo. Então você vai perdendo o controle de quanto vai ser a sua fatura. E aí quando ela chegar, ela vai te surpreender.
4372.79 - 4402.142:  E quando ela te surpreender, você vai pagar o mínimo. E quando você pagar o mínimo, senta e chora. Você tá ferrado por ano. Tem gente que fica por décadas. Acho que a dica aqui é se tu não tiver a condição de ter um cartão de crédito, não tenha. É, sim. É a melhor dica. Porque foi assim que eu me ferrei mesmo. Lembra que eu falei que eu me enrolei por causa de 700 reais? Foi o meu primeiro cartão de crédito e eu queria comprar... O que eu comprei, cara? Eu comprei um videogame, tá ligado? Um videogame... Nintendo 64. Era um Dreamcast na época.
4402.142 - 4426.271:  Nossa, nem lembrava desse. E aí não conseguia pagar, não conseguia pagar nunca. Virou um troço gigantesco. E tem um negócio que é a pessoa que vai entrando nisso, ela vai dessensibilizando do problema. E isso é uma grande dificuldade depois de sair dessa bola de neve. Porque a pessoa começa a não perceber mais
4426.271 - 4452.125:  O montante daquilo. Então, é como se realmente ela dessensibilizasse, assim... Ah, eu já tenho aqui uma dívida de 3, o que é mais uns 50 reais? O que é mais uns 100 reais? O que é mais uns 100? Então, ela realmente dessensibiliza. Tanto é que uns educadores financeiros me perguntam assim... Ô, Jéssica, mas e se eu mostrar pra ele a dívida que vai ser daqui não sei quantos dias? Daqui quantos anos, né? Por exemplo, essa coisa dessa mulher...
4452.125 - 4480.435:  É como se a pessoa não conseguisse ter a dimensão real disso, sabe? Porque, na verdade, o prazer imediato tomou tanta conta da vida dela que ela desassocia isso. E aí não adianta mais mostrar o problema do número. Tu tem que mostrar o problema na vida. Tu não tá dormindo. Como é que tá teu casamento? Por exemplo, as pessoas começam a ter infidelidade financeira. A pessoa começa a esconder.
4480.435 - 4510.435:  Tem até um instrumento que avalia qual é o teu risco de ser infiel financeiramente. A pessoa fica... Por exemplo, sabe aquelas pessoas que escondem as compras? Aquelas pessoas que escondem que emprestaram dinheiro para familiares? Esconde que ganhou um bônus no trabalho. Esconde que ganhou um bônus no trabalho. Isso se chama infidelidade financeira. E isso acontece, por exemplo, quando a pessoa já está com um problema gigantesco. É, Igor. Não, tá. Interessante que tem um nome.
4510.435 - 4538.251:  Eu conheço um amigo que já fez isso. E é interessante porque tem várias pesquisas, mas uma das que eu vi é que 53% dos divórcios acontecem por problema de dinheiro. E não é só pobreza. É esse tipo de coisa. Você nem falou que comprou esse tênis aí. Você falou que ganhou do teu amigo. É um dos exemplos. É o segundo maior motivo de divórcio do mundo. Nossa, caramba.
4538.251 - 4562.637:  Infidelidade financeira. Porque a primeira é a infidelidade mesmo. Exato. Fidelidade sexual, né? É porque quando entra nisso, a pessoa já começa a desconfiar de tudo, né? Porque se tu tem capacidade de esconder o que tu comprou, tu perde a confiança. E aí começa a entrar em atrito, em conflito conjugal. E aí não há transparência na conversa.
4562.637 - 4587.312:  E, às vezes, nem existe conversa. Quem dirá transparência na conversa? Não me enche o saco. Não quero saber. O dinheiro é meu, tu não tem nada a ver com isso. E é isso. E aí começa a haver um distanciamento. Aí o que era um casal vira duas pessoas dividindo conta num apartamento, numa casa, ou sei lá o quê, né? E ali pra frente aquilo vai só ampliando. É como se fosse abrindo um grande...
4587.79 - 4614.07:  E daqui a pouco aquilo ali já não tem mais relação nenhuma. Então é um risco bem grande que acontece em muitos casais e que gera divórcio no final das contas, sabe? Por falta de conversa, por falta de transparência, por falta de sentar e estabelecer meta junto. Tem pesquisa mostrando que casais que separam as finanças, elas têm menor vínculo afetivo
4614.07 - 4630.009:  Porque é meu, é teu. Eu faço do que eu quero com o meu dinheiro, tu faz do que tu quer com o teu dinheiro e é a vida que segue. Então não tem vínculo afetivo. Porque não tem objetivos juntos. Então a gente não tá caminhando pra lugar nenhum junto. Tu caminha pra um lado, eu caminho pro outro e pronto.
4630.009 - 4652.381:  Então, quando há essa unidade, há maior vínculo emocional, há uma relação muito melhor. Juntar o dinheiro. E aí, voltando também ao negócio do cartão de crédito, o negócio de milha que a gente falou naquela conversa que a gente teve lá no programa. Caralho, eu odeio cartão de crédito mesmo. Eu odeio. Eu tenho rancor. Eu quero voltar nesse assunto.
4653.063 - 4661.015:  vai lá vai lá sabe não sei o que é milha depois então vamos lá do de dívida depois quero contar um experimento tá
4661.169 - 4683.148:  Os bancos querem que você use o cartão de crédito Porque eles sabem que você vai se ferrar Então cada vez mais eles vão dar benefícios Para crescer o seu zóio Então tomar cuidado com isso E esses dias eu vi um negócio interessante Que eu nunca tinha pensado Foi do Gustavo Cerbasi num vídeo Ele falou sobre um negócio chamado Acho que ele chama de inflação das milhas O que é isso?
4683.148 - 4701.698:  Assim como tem inflação no nosso mundo e tudo fica mais caro, o mundo das milhas também tem inflação. Então, assim, está tanta gente falando de milha e cashback o tempo todo, que cada vez mais você precisa de muita milha para fazer algo que há pouco tem para trás, você precisava de pouco. Vou dar um exemplo tosco aqui, que não é real, mas só para...
4702.5 - 4725.555:  Há cinco anos, com 10 mil milhas, você conseguia uma passagem para o Rio de Janeiro e voltava. Hoje você precisa de 100 mil. Voltando só um exemplo, que não é real esse caso, mas é só para elucidar. Isso torna o benefício da milha cada vez mais distante para o pobre. Porque o rico que usa cartão de crédito...
4726.323 - 4750.128:  o celular de 15 pau no cartão de crédito, uma viagem pra Paris no cartão de crédito, primeira classe, o pobre compra um liquidificador no cartão de crédito. Até ele juntar as milhas que tem que juntar. É, já não tem mais Rio de Janeiro, né? Não, as milhas que ele juntou já expiraram. É, é verdade. Pro pobre é pior ainda. O cara vai demorar 12 anos pra juntar 100 mil milhas, né? E mesmo com esses programas de você dobrar... Mas com 3 meses ela expira.
4750.128 - 4779.906:  Três meses? Eu não sei. E isso é pra fazer a pessoa comprar mais ainda pra ela juntar logo antes que expire. Então você vê como tudo é feito de uma forma que a gente gaste dinheiro o tempo todo. E aí, a gente tava falando lá que acho que, se não me engano, tem uma pesquisa que fala que pra milha valer a pena, esses programas de milha e cashback, tem uma pesquisa que mostra que você tem que gastar no mínimo dois pau e meio por mês no cartão de crédito. Então assim...
4780.452 - 4802.261:  Ou você não é pobre ou você é louco de ganhar um salário mínimo, dois salários mínimos e gastar dois pau e meio no cartão de crédito. Então, entende como isso começa a ficar cada vez mais um papo besta pra fazer pobre de trouxa? Não, vem cá. Aí você ganha milha, cashback. Aí o cara compra um monte de coisa de pobre, que é barata, não junta nada. Aí...
4802.261 - 4832.039:  E sendo que ele tivesse pagado no Pix... Seria muito mais barato do que o que ele ganhou com milha... Entende? Tipo assim... Nem sempre... Mas eu fiz um vídeo agora lá no canal... Mostrando uma TV... Aí é tipo assim... A TV no boleto é R$5.000... No Pix R$5.800... No cartão de crédito em uma vez R$6.200... E no cartão de crédito parcelado R$6.800... R$1.800 é mais do que no boleto? Milha nenhuma vai compensar essa compra fazendo cartão de crédito... Entende? Então... Eu acho que as pessoas têm que ficar muito atentas...
4832.039 - 4854.923:  Porque tem muita sedução de papo de milha e cashback e isso aí só beneficia muitas vezes o rico. Ou pelo menos o cara que ganha uns 5, 6 pau por mês. Agora o pobre que compra o liquidificador, vai ganhar milha, vai comprar essa garrafa aqui, vai até carapicuíba de trem com a milha que você vai ganhar com isso aí. Então é um papo que é muito papo pra boi dormir, que pobre acaba ouvindo no canal de rico e acaba se empolgando e não faz sentido nenhum pra vida dele, né?
4854.923 - 4884.258:  Mas não é só nem para quem vive com muito pouco. Para qualquer pessoa. O que as pesquisas mostram é que o benefício que tu tem com milhas e cashback, ele é corroído pelo aumento do gasto que tu tem. Então, por exemplo, quando a gente tem uma percepção de ganho, eu desperto mais para aquele interesse de gastar. Porque eu estou ganhando e a gente adora ganhar. Então, eu vou olhar e dizer assim, nossa, eu estou ganhando, eu não posso perder essa oportunidade. Fiz um baita negócio.
4884.258 - 4901.63:  Essa frasezinha, assim, eu fiz um baita negócio, pode ver que alguma coisa errada eu não fiz. Porque, na verdade, quando a gente tem isso, eu estou no piloto automático, né? Eu tomei uma decisão completamente automática pelos estímulos aos quais me foram estabelecidos ali.
4901.63 - 4929.872:  E aí, a milha e o cashback, ele desperta isso, né? Ele desperta isso. Eu vou fazer um bom negócio e eu ainda vou sair ganhando. Vai cair dinheiro na minha conta, no cashback, ou vou poder trocar isso aqui por alguma coisa. Então, eu tenho aquele senso de estou ganhando alguma coisa. Só que daí, isso faz com que eu gaste mais. Porque para que eu ganhe, eu tenho que gastar. E aí, incentiva o consumo. E aí, esse aumento do teu consumo...
4929.872 - 4949.36:  o dinheiro a mais que tu gasta é maior do que o benefício que tu tem. E aí mostram bem certinho, assim, num gráfico que, no final das contas, pra maior parte das pessoas não vale a pena. Claro que aí algumas pessoas que trabalham com isso vão dizer, ah, mas eu ganho dinheiro com isso. Sim, esse é teu trabalho, tu faz só isso. Agora uma pessoa que trabalha...
4949.36 - 4976.152:  Pega aí, eu trabalho 12 horas por dia, de domingo a domingo. Eu vou ter tempo de cuidar milhas? Não, entendeu? É, exige trabalho. Exige dedicação você ficar vendo horas, sabe? Pensando isso, eu vou passar pra cá, que eu viro pra azul e eu dobro os pontos aqui. Você pode ter tempo de ficar fazendo isso o tempo todo, mano? Não, e é isso. Qualquer pessoa, sabe? Se não for o teu trabalho, dificilmente vai te trazer benefício. Porque tu vai gastar mais do que o benefício que tu vai ganhar com aquilo.
4976.152 - 4993.916:  Então, no final das contas, fazendo a balança, é mais um estímulo pra gastar mais do que tu podia. E se a tua prioridade é sair da pobreza, é quitar a dívida e não ganhar milha e cashback. Eu finalizo pra parar de falar de cartão, né? Porque o cartão...
4993.916 - 5016.971:  Tipo assim, a prioridade do pobre é sair da pobreza. Então que se lasque mil e cashback, foque em não comprar nada por um bom tempo. Aí esses dias foi o Ricardo Ventura, lá no meu programa do Não Minta Pra Mim, sabe? E ele deu um exemplo bem legal, que é bem ilustrativo. Ele falou que quando ele era novo, ele recebeu essa dica de um cara e ele falou que mudou a chave dele. A dica era...
5017.108 - 5039.497:  Ele chegou pra um cara e perguntou, mano, como é que você consegue ter tanto dinheiro? Qual que é o segredo pra ser rico? Que era um cara rico pra caramba. Ele falou assim, ó, três coisas. Sempre três coisas. Três coisas, porque Deus é trino. Primeira, abra mais a torneira. Segunda, fecha o ralo. E terceira, diminua o seu nível por seis anos.
5040.179 - 5056.527:  Então a ilustração é com água, né? Aqui quer dizer, abre mais a torneira, ou seja, faz entrar mais dinheiro. Com renda extra, com um trampo novo, com algum bico, alguma coisa. Faz entrar mais dinheiro. Segunda regra, fecha o ralo. Para de deixar a água sair.
5056.527 - 5075.811:  Para de deixar o dinheiro sair. Não adianta abrir a torneira e deixar o ralão aberto lá. Fecha esse bendito ralo. Vida simples, minimalista. Para de comprar coisa. Para de comprar blusa. Para de ficar viajando. Por um tempo. Exato, por um tempo. E aí ele falou seis anos, mas eu sou até mais otimista. Por um ano.
5075.811 - 5104.275:  Viva no limite da simplicidade extrema. Cara, não tem como. Tua vida não tá outra daqui a um ano. Só que vai ser gostoso? Não. Vai ser fácil? Não. Vai ter que trabalhar. Vai ter que abrir a torneira e trabalhar mais por um ano. Vai ter que parar de gastar com prazeres por um ano. Vai ter que diminuir o nível. E mesmo vendo aquele dinheiro começar a crescer, você manter o nível por um ano. Não, não. Aquele dinheiro não é pra eu já aumentar o meu ritmo, o meu estilo de vida. É pra eu continuar, porque daqui a um ano, ou dois, ou seis...
5104.275 - 5130.725:  Aí sim a minha vida vai estar outra a ponto de eu começar a usar meu dinheiro com mais prazer e com mais paz, né? Mas as pessoas se iludem achando que é no gasto que encontra o bem-estar. E tem um gráfico que eu gosto muito que mostra, assim, aumento da renda. Se tu aumenta teu consumo, tuas aspirações, teu custo de vida na mesma proporção que aumenta tua renda, tu não ganha bem-estar.
5131.63 - 5150.64:  Então o bem-estar segue constante, aumentei a renda e aumentei meus gastos, teu bem-estar seguiu o mesmo. Agora, se tu aumentou a tua renda e não aumentou teu gasto na mesma proporção, tu tem maior bem-estar. Porque no final das contas, se a gente for pensar, a pessoa começa a guardar dinheiro e cuidar do dinheiro pra quê?
5152.432 - 5176.101:  Bom, perguntando para mim, é para eu ter uma garantia quando eu ficar velho e tudo mais. Não é segurança? É, segurança. No final das contas, a pessoa quer tranquilidade. Ela quer botar a cabeça no travesseiro e dormir tranquila. E quando ela consegue ter isso, ela consegue ter liberdade de escolha. Porque daí ela vê o benefício disso. Aí ela vê recompensa nisso. Aí ela começa a achar legal isso.
5176.101 - 5204.804:  E aí ela começa a se desprender de tantos outros consumos que ela teria de abrir a torneira e deixar o ralo aberto, sabe? Aí ela começa a fechar o ralo porque faz sentido na vida dela fechar o ralo. Porque ela vive melhor de ralo fechado do que de ralo aberto. Porque daí ela começa a ver realmente sentido na vida dela e não na próxima compra. E isso dá mais sentido. Inclusive quem tem maior autocontrole, maior esse senso, consegue ter um senso de vida, assim, de se sentir...
5204.804 - 5222.193:  pleno, melhor do que aquela pessoa que só compra, compra, compra, compra é uma coisa que tem relação mas assim, os caras que a gente procura mais lá é uma galera que tem um salário legal, uma galera que tem um salário menor, quem é que te procura mais?
5222.534 - 5250.538:  Varia bastante. Varia bastante. Nas minhas mentorias, a maior parte não tem uma renda muito baixa, mas tem pessoas que não têm uma renda também muito alta e tem pessoas que têm muita renda. Mas todos enfrentam um problema parecido. O mesmo problema emocional. E uma coisa legal, por exemplo, de dívida, que é uma coisa comportamental. Eu estava falando de dívida e de quem me procura e tem dívida, por exemplo.
5250.538 - 5273.695:  A dívida, ela meio que sinaliza um salvamento. Tem um estudo muito interessante que eles colocam... Sabe aquele joguinho Angry Birds? Fica meio que dando tirinho no coisa assim. Eles fazem um teste com um joguinho parecido desses. E aí, pra que tu consiga dar o tirinho lá, tu tem que ter... Eles dão... No artigo chama de token. Mas sei lá, vamos dizer que é uma moeda, tá? Tá.
5274.684 - 5296.237:  E aí eles colocam a possibilidade da pessoa fazer dívida. Ela não tem moeda suficiente e ela coloca a possibilidade da pessoa fazer dívida pra ela conseguir seguir no jogo. A pessoa que pega a moeda da dívida pra seguir no jogo, ela diminui a efetividade dos tiros dela. Porque quando ela pega a dívida, ela tem a sensação assim...
5296.237 - 5319.121:  Agora eu tô tranquilo. Agora eu tô salvo. Agora eu tenho moeda suficiente pra conseguir seguir no jogo. E aí é como se ele baixasse a guarda. E é nos períodos de abundância, por isso que eu entrei nesse assunto falando dos meus clientes, porque eu tenho muito cliente com uma boa condição de vida que vive mal. Por quê? Porque nesses períodos de abundância, e quando entra o dinheiro da dívida...
5319.121 - 5346.135:  Ele se encontra num período de abundância. É nesse período de abundância que a pessoa começa a fazer decisões impulsivas e volta pro largar ruim. Aí tem um monte de gente que vive assim, né? Ah, eu tô bem, eu tô mal. Eu tô bem, eu tô mal. Eu tô bem, eu tô mal. O que que tá acontecendo? O que tá acontecendo é isso. Sobrou dinheiro, tu baixou a guarda. Aí tu começa a te comportar da mesma forma que tu te comportava antes. Aí tu volta pro mesmo buraco que tu tava antes. E aí tu não sai desse negócio nunca, sabe?
5346.425 - 5373.985:  Porque é como você lida com o dinheiro mesmo. Exato. É a tua cabeça. É a maneira como você enxerga, sei lá, a grana mesmo. Com o que você gasta e tal. Às vezes você nem presta muita atenção no que você gasta, né? Porque você não sabe lidar direito com a grana. É. E por isso que eu digo que não tem a ver com o valor monetário, sabe? Porque isso é indiferente. Em qualquer classe social existe distúrbio comportamental em relação ao dinheiro.
5373.985 - 5402.858:  E esse distúrbio vai gerar o mesmo, claro, numa proporção, às vezes, diferente de uma pessoa que está numa situação muito difícil, que não consegue pagar comida. É óbvio, né? A gente tem que levar em consideração que a pessoa saiu da base da pirâmide. Está comendo, tem onde dormir. Se ela não tem isso, então... Nada disso que a gente está falando aqui se aplica. Exato, exato, né? Mas essa pessoa que já saiu disso e ela se encontra numa situação difícil...
5403.063 - 5432.637:  Os danos são os mesmos para qualquer nível social. Só que tem um outro detalhe, né? Por exemplo, pessoas que já viveram na sua infância dificuldades financeiras. A gente chama de status socioeconômicos baixo. Então, a pessoa nasceu pobre, tá? E ela enfrenta uma diversidade. Por exemplo, uma pandemia ou qualquer outra coisa assim. Eles fizeram experimentos testando de onde essa pessoa veio e como ela está hoje.
5432.637 - 5452.705:  E elas simularam no experimento uma condição de escassez, de falta de dinheiro. Então, elas colocaram num primeiro momento o experimento com fotos de demissão, de escritório vazio. Num outro, eles escreveram como se fosse um jornalzinho do New York Times, assim.
5452.705 - 5481.527:  E ali contavam uma história triste de uma situação financeira complicada. Eles foram construindo cenários que a pessoa sentisse que ela estava diante de um grande problema. Não tinha diferença. Eles fazem dois grupos. O grupo experimental e o de controle. O grupo de controle não se expõe a essas coisas adversas. Vai olhar, por exemplo, foto da natureza. E o grupo experimental vai se expor a isso. Então, ele vai se expor a essa situação de escassez.
